facility,latitude,longitude,keph_level,county,subcounty,ward,facility_status,facility_type,facility_owner
Mwembeni Dispensary,-3.7768869,39.2067186,Level 2,Kwale,Kinango,Chengoni/Samburu,open,Dispensary,Government/Public Entity
Cleansed Medical Clinic,-0.2785622,36.0042189,Level 2,Nakuru,Rongai,Mosop,open,Medical Clinic,Private
Jamii Yadah Utawala (Nairobi),-1.2879502,36.9508819,Level 2,Nairobi,NA,Mihango,open,Medical Center,Private
Nyabiore Dispensary,-0.954175,34.736545,Level 2,Kisii,Bomachoge Borabu,Magenche,open,Dispensary,Government/Public Entity
Nabukhisa Dispensary,0.6832609,34.5301425,Level 2,Bungoma,Kanduyi,Marakaru/Tuuti,open,Dispensary,Government/Public Entity
Samoya Dispensary,0.5447246,34.5260027,Level 2,Bungoma,Kanduyi,Musikoma,open,Dispensary,Government/Public Entity
Kachero Dispensary,-3.5616763,37.769858,Level 2,Taita Taveta,Taveta,Mata,open,Dispensary,Government/Public Entity
Centrumberliner Medical Center,-1.4374958,36.6813854,Level 3,Kajiado,Kajiado West,Keekonyokie,open,Health Center,Private
PHDA SWOP Majengo clinic,-1.2855084,36.8422406,Level 2,Nairobi,Kamukunji,Pumwani,open,Medical Clinic,Non-Governmental Organization
Cleveland Health care centre,-1.0413309,37.0490218,Level 2,Kiambu,Thika Town,Township,open,Medical Clinic,Private
Wandiji Health Centre,-0.5301341,34.381153,Level 3,Homa Bay,Mbita,Lambwe,open,Health Center,Government/Public Entity
Josmed  Clinic,-1.25578,36.7226233,Level 2,Kiambu,Kabete,Uthiru,open,Medical Clinic,Private
Bishop Lawi Medical Centre (Meru),0.0478001,37.6521601,Level 3,Meru,NA,Municipality,open,Medical Center,Private
Dr Teeth Rongai Dental Care Limited (Makueni),-1.785242,37.6247978,Level 2,Makueni,Makueni,Wote,open,Hospital,Private
Malik Healthcare,-1.2853448,36.985026,Level 2,Kajiado,Kajiado North,Ongata Rongai,open,Medical Clinic,Private
Omega Optician Rongai,-1.3972166,36.7618186,Level 2,Kajiado,Kajiado North,Ongata Rongai,open,other,Private
Garlands  Medical Clinic Doctor's Plaza,-1.3960153,36.7618288,Level 2,Kajiado,Kajiado North,Ongata Rongai,open,Medical Center,Private
Kirambo Health Centre,-0.4658419,34.2280077,Level 2,Homa Bay,Mbita,Kasgunga,open,Health Center,Government/Public Entity
Temo Health Centre,-0.3933145,34.1861989,Level 3,Homa Bay,Mbita,Rusinga Island,open,Health Center,Government/Public Entity
Onewaywise Health Services Limited,-1.7814241,37.6249837,Level 3,Makueni,Makueni,Wote,open,Health Center,Private
Allahann Medical Centre (Nairobi),-1.2685216,36.9061672,Level 2,Nairobi,NA,Komarock,open,Medical Clinic,Private
Kipsimbol Dispensary,-0.8584049,35.0568552,Level 2,Bomet,Sotik,Ndanai/Abosi,open,Dispensary,Government/Public Entity
Equity Afia Eldoret Medical Centre,0.5163636,35.2806497,Level 3,Uasin Gishu,Ainabkoi,Kapsoya,open,Medical Center,Private
Utange Jamii Clinic,-3.9790939,39.7162629,Level 2,Mombasa,Kisauni,Bamburi,open,Medical Clinic,Private
Imani Fourty Four Medical Centre (Nairobi),-1.1973731,36.9029478,Level 2,Nairobi,NA,Ruaraka,open,Medical Clinic,Private
Kipsigak Junction medicare,0.1675086,35.1324304,Level 2,Nandi,Emgwen,Kilibwoni,open,Medical Center,Private
Morning Star Ventures Limited-Medical Centre Katani,-1.3539278,36.9697033,Level 2,Machakos,Athi River,Muthwani,open,Medical Center,Private
Immam Medical Centre,-3.8688685,39.4778719,Level 2,Kilifi,Kaloleni,Mariakani,open,Medical Center,Private
Oyombe Health Centre,-0.47089,34.656335,Level 2,Homa Bay,Karachuonyo,Kanyaluo,open,Health Center,Government/Public Entity
Amwono Health Centre,-0.4015323,34.6007431,Level 2,Homa Bay,Karachuonyo,Central,open,Health Center,Government/Public Entity
AL-UBEIDY HEALTHCARE CLINI,-4.0301851,39.6771128,Level 2,Mombasa,Kisauni,Junda,open,Medical Clinic,Private
Pendopoint Medicare Centre,-1.1613756,36.9565172,Level 2,Kiambu,Ruiru,Biashara,open,Medical Center,Private
Kimandi Superlife Medical Clinic,-0.822124,36.8117825,Level 2,Muranga,Gatanga,Kariara,open,Medical Clinic,Private
Umoja Batpury Mukarara Clinic,-0.9060507,36.9394908,Level 2,Muranga,Gatanga,Kihumbu-ini,open,Medical Clinic,Private
Vivid Medical Centre Ltd,-4.0510455,39.6899369,Level 3,Mombasa,Nyali,Kongowea,open,Medical Center,Private
Sintaan Dispensary,0.480137,36.0532798,Level 2,Baringo,Marigat,Iichamus,open,Dispensary,Government/Public Entity
Benlynn Health Care Clinic,-0.8533623,35.2711518,Level 2,Bomet,Chepalungu,Kong'asis,open,Medical Clinic,Private
Leahlevel Health Care (Kilifi),-3.9236884,39.5749196,Level 2,Kilifi,NA,Kisurutini,open,Health Center,Private
WaterFront Clinic Limited,-1.330205,36.714797,Level 3,Nairobi,Langata,Karen,open,Medical Clinic,Private
Barika Medical Centre,-1.2947399,36.795338,Level 3,Nairobi,Dagoretti North,Kilimani,open,Medical Center,Private
Kinani Family Medical and Dental Care,-1.3104391,36.7739707,Level 2,Nairobi,Kibra,Sarang'ombe,open,Medical Center,Private
Equity Afia South B Medical Centre,-1.3111971,36.8355922,Level 3,Nairobi,Starehe,Nairobi South,open,Medical Center,Private
Meticuluos Nursing Home Limited,-1.3173501,36.8428816,Level 3,Nairobi,Starehe,Nairobi South,open,Nursing Home,Private
Grace Memorial Hospital LTD,-1.2760586,36.9716588,Level 3,Nairobi,Embakasi East,Utawala,open,Hospital,Private
Maxmed Nursing Home,-1.2812325,36.7150911,Level 3,Nairobi,Dagoretti South,Waithaka,open,Nursing Home,Private
Neema Dental Center,-0.6829839,37.354633,Level 2,Kirinyaga,Kirinyaga South,Tebere,open,Stand-Alone service,Private
AGOK DISPENSARY,-0.3500195,34.3328892,Level 2,Siaya,Rarieda,South Uyoma,open,Dispensary,Government/Public Entity
Nakyma Medicare,0.1282027,34.8600218,Level 2,Vihiga,Hamisi,Shiru,open,Medical Clinic,Private
Stirling Healthcare Consultants LTD-Busia,0.4629531,34.1033816,Level 2,Busia,Matayos,Burumba,open,Medical Clinic,Private
Samia Nursing Home,1.750619,40.0565886,Level 3,Wajir,Wajir East,Township,open,Nursing Home,Private
Metkei Community Dispensary,0.1707786,35.6268928,Level 2,Elgeyo Marakwet,Keiyo South,Metkei,open,Dispensary,Government/Public Entity
Shifa Taqwa Medical Centre,-0.1240707,34.7941752,Level 3,Kisumu,Kisumu East,Kolwa Central,open,Medical Center,Private
Myanga Dispensary,0.5663811,34.3879171,Level 2,Bungoma,Bumula,Kimaeti,open,Dispensary,Government/Public Entity
Equity Afia Medical Centre Bungoma (Bungoma),0.5664993,34.5616414,Level 3,Bungoma,NA,Khalaba,open,Medical Center,Private
Ma-Spa Health Care Centre (Makueni),-1.9483537,37.5364821,Level 2,Makueni,NA,Nzaui/kilili/kalamba,open,Medical Center,Private
Ameeru Healthcare Medical Clinic (Meru),0.0480606,37.653441,Level 2,Meru,NA,Municipality,open,Medical Clinic,Private
Baragoi Health Care Medical Clinic,1.7833917,36.7878025,Level 2,Samburu,Samburu North,El-barta,open,Medical Clinic,Private
Bendera Dispensary,1.7847937,36.8136759,Level 2,Samburu,Samburu North,El-barta,open,Dispensary,Government/Public Entity
Lans Medical Clinics Mikinduri,0.1249426,37.8327536,Level 2,Meru,Tigania Central,Mikinduri,open,Medical Clinic,Private
Kiendege  Health Centre,-0.7009927,34.8357449,Level 3,Nyamira,Manga,Kamera,open,Health Center,Government/Public Entity
Meditox Healthcare Services Ltd,3.9305732,41.8497894,Level 3,Mandera,Mandera East,Township,open,Nursing Home,Private
Nachola Medical Clinic,1.7834274,36.7846811,Level 2,Samburu,Samburu North,El-barta,open,Medical Clinic,Private
Kitobor Dispensary,0.9629171,36.6606963,Level 2,Samburu,Samburu Central,Suguta Marmar,open,Dispensary,Government/Public Entity
Lorok Lolmongo,1.2486941,36.7654269,Level 2,Samburu,Samburu North,Baawa,open,Dispensary,Government/Public Entity
Ngano Dispensary,1.1906417,36.6207406,Level 2,Samburu,Samburu Central,Porro,open,Dispensary,Government/Public Entity
Lekuru Dispensary,0.8558242,36.818302,Level 2,Samburu,Samburu Central,Lodokejek,open,Dispensary,Government/Public Entity
Golgoltim Dispensary,1.0323703,37.3122788,Level 2,Samburu,Samburu East,Wamba East,open,Dispensary,Government/Public Entity
Bella Dispensary,3.946638,41.6551436,Level 2,Mandera,Mandera East,Khalalio,open,Dispensary,Government/Public Entity
Mugur Dispensary,0.7769315,36.9711096,Level 2,Samburu,Samburu Central,Lodokejek,open,Dispensary,Government/Public Entity
Suam Wema Medical Clinic,-3.0449774,40.1318925,Level 2,Kilifi,Magarini,Gongoni,open,Medical Clinic,Private
Salama Cancer Centre Ltd,-0.0861173,34.7685579,Level 3,Kisumu,Kisumu Central,Railways,open,other,Private
St Joseph The Worker Catholic Health Centre Kangemi (Nairobi),-1.2735109,36.7399727,Level 3,Nairobi,NA,Mountain View,open,Health Center,Faith Based
Mukinduri Family Medical Centre,-0.5216952,37.2657346,Level 2,Kirinyaga,Kirinyaga Central,Kanyekini,open,Medical Center,Private
Gulf Healthcare (K)LTD,-4.0616764,39.6665131,Level 2,Mombasa,Mvita,Shimanzi/Ganjoni,open,Stand-Alone service,Private
Caremark Hospital,-1.2878575,36.7781592,Level 3,Nairobi,Dagoretti North,Kileleshwa,open,Hospital,Private
Canopy ENT and Dermotology Centre,-0.4986367,37.2768877,Level 2,Kirinyaga,Kirinyaga Central,Kerugoya,open,Medical Clinic,Private
Mwaeba Garithe,-3.0389445,40.1693739,Level 2,Kilifi,Magarini,Gongoni,open,Dispensary,Government/Public Entity
Equity Afia Kariobangi,-1.2589157,36.8792713,Level 2,Nairobi,Embakasi North,Kariobangi North,open,Medical Center,Private
Giathae Medical Services,-0.9463017,37.1452617,Level 2,Muranga,muranga south,Kimorori/Wempa,open,Medical Clinic,Private
Brison Premier Hospital,-1.4723552,36.966184,Level 3,Kajiado,Kajiado East,Kitengela,open,Hospital,Private
Minnesota costimec Dental Limited,-1.2789621,36.8499216,Level 3,Nairobi,Kamukunji,California,open,other,Private
Plasma Technologies LTD,-4.0754238,39.6658589,Level 2,Mombasa,Mvita,Shimanzi/Ganjoni,open,Stand-Alone service,Private
University Tower Medical centre,-0.7185299,37.1491155,Level 2,Muranga,Kiharu,Township,open,Medical Clinic,Private
Intergrated Vision Centre Mlimani Mission Hospital,0.5706073,35.2427888,Level 3,Uasin Gishu,Turbo,Kiplombe,open,Hospital,Faith Based
Dawnrise Medical Clinic (Kilifi),-3.237343,40.0949794,Level 2,Kilifi,NA,MALINDI Town,open,Medical Clinic,Private
Equity Afya Juja,-1.1080653,37.0137559,Level 3,Kiambu,Juja,Juja,open,Medical Center,Private
Obambo Dispensary,0.0320654,34.2189133,Level 2,Siaya,Alego Usonga,Central Alego,open,Dispensary,Government/Public Entity
Gifted Minds Medical Centre,-0.0932275,34.7627829,Level 2,Kisumu,Kisumu Central,Railways,open,Medical Clinic,Private
NOPE Sasa Centre (Gilgil),-0.5037136,36.3229629,Level 2,Nakuru,Gilgil,Gilgil,open,other,Non-Governmental Organization
Elephant Dental - Naivasha Clinic,-0.7181687,36.4355177,Level 3,Nakuru,Naivasha,Viwandani,open,other,Private
The Minute Medical Clinic.,-0.7144096,36.4339088,Level 2,Nakuru,Naivasha,Viwandani,open,Medical Clinic,Private
Muanju Health Care Services,-0.505003,36.3296794,Level 2,Nakuru,Gilgil,Gilgil,open,Health Center,Private
The Dentist Limited,-0.2905232,36.0638102,Level 2,Nakuru,Nakuru East,Biashara,open,Stand-Alone service,Private
Chepkorgongit Dispensary,-0.3223718,35.0919658,Level 2,Kericho,Sigowet/Soin,Soliat,open,Dispensary,Government/Public Entity
Brighton Medical Centre,-0.8806056,34.7859989,Level 3,Kisii,Bomachoge Borabu,Boochi Borabu,open,Health Center,Private
New Era Hospital,-0.938181,36.9038121,Level 3,Kiambu,Gatundu North,Chania,open,Medical Center,Private
Equinox  Farm Clinic,0.0458158,37.1430645,Level 2,Laikipia,Laikipia East,Umande,open,Dispensary,Private
Arda Hagarsu Dispensary,3.1458767,40.9161533,Level 2,Mandera,Mandera North,Ashabito,open,Dispensary,Government/Public Entity
Gikigie Dispensary,-0.729415,36.8273317,Level 2,Muranga,Kigumo,Kinyona,open,Dispensary,Government/Public Entity
Avenue Healthcare Broadwalk (Nairobi city),-1.2712826,36.8124906,Level 3,Nairobi,NA,Parklands Highridge,open,Medical Center,Private
Makara Dispensary,-0.1166459,36.2220381,Level 2,Nyandarua,Olkalou,Mirangine,open,Dispensary,Government/Public Entity
Mother Mazzarello Dispensary,-0.5810529,37.4930134,Level 2,Embu,Manyatta,Mbeti North,open,Dispensary,Faith Based
Kilos dispensary,0.8750413,35.6119841,Level 2,Elgeyo Marakwet,Marakwet West,Arror,open,Dispensary,Government/Public Entity
Airport View Diagnostic Medical Care,-4.0298301,39.6125914,Level 2,Mombasa,Changamwe,Port Reitz,open,Medical Center,Private
Lagsure Nursing Home LTD,3.403359,40.2226151,Level 3,Mandera,Mandera West,Takaba,open,Nursing Home,Private
Masho Dispensary,3.3944327,39.8347429,Level 2,Mandera,Mandera West,Dandu,open,Dispensary,Government/Public Entity
Gatunguru Health Centre,-0.6394365,36.9025675,Level 3,Muranga,Mathioya,Gitugi,open,Health Center,Government/Public Entity
Nyagatugu Dispensary,-0.65318,36.8724983,Level 2,Muranga,Kangema,Rwathia,open,Dispensary,Government/Public Entity
Kwa Mwaura Dispensary,-1.1477172,37.3111447,Level 2,Machakos,Matungulu,Matungulu North,open,Dispensary,Government/Public Entity
Tumaini Medicare,0.1277337,34.8647243,Level 2,Vihiga,Hamisi,Shiru,open,Medical Clinic,Private
St Marks Medical Centre,0.4523779,34.8525299,Level 2,Kakamega,Malava,West Kabras,open,Medical Center,Private
Mediheal Hospital Kakamega,0.2891198,34.7575787,Level 2,Kakamega,Lurambi,Mahiakalo,open,Hospital,Private
Ematsayi BALL Mission hospital,0.2680733,34.6220212,Level 3,Kakamega,Lurambi,Butsotso South,open,Health Center,Faith Based
Eminent Smiles Dental clinic Kakamega,0.2894062,34.7578016,Level 2,Kakamega,Lurambi,Mahiakalo,open,Medical Center,Private
Kasogol-Etom (Turkana),3.4927253,35.4452701,Level 2,Turkana,NA,Turkwel,open,Dispensary,Government/Public Entity
Mamo Memorial Hospital,-1.2104786,34.4682989,Level 3,Migori,Kuria West,Nyanmosense/Komosoko,open,Nursing Home,Private
Umoja Springs Medical Clinic Munyaka,0.5297345,35.3063724,Level 2,Uasin Gishu,Ainabkoi,Kapsoya,open,Dispensary,Private
Equity Afia Medical Centre(Ruai),-1.2563265,36.9617612,Level 2,Nairobi,Kasarani,Ruai,open,Medical Center,Private
Kotur Dispensary,0.5663795,34.313408,Level 2,Busia,Teso South,Amukura East,open,Dispensary,Government/Public Entity
Canaan Terter Medical Clinic,1.7837057,36.7840639,Level 2,Samburu,Samburu North,El-barta,open,Medical Clinic,Private
Palm View Medical Center,-4.0405828,39.6692033,Level 3,Mombasa,Mvita,Tudor,open,Medical Center,Private
Munga Dispensary,-0.2593011,37.6737931,Level 2,Tharaka Nithi,Mwimbi,Chogoria,open,Dispensary,Government/Public Entity
Grapevine Health Care Center,-0.7261386,36.4427654,Level 2,Nakuru,Naivasha,Viwandani,open,Medical Clinic,Private
Tumsifu Medical Clinic,-0.261897,36.1350358,Level 2,Nakuru,Nakuru North,Kiamaina,open,Medical Clinic,Private
Ruguru Health Centre (Nyeri),-0.3854663,37.084581,Level 2,Nyeri,NA,Ruguru Mathira west,open,Medical Center,Private
Domao Lifeline Medical Centre,-0.73101,34.6307344,Level 3,Kisii,South Mugirango,Tabaka,open,Medical Center,Private
Milele Integrated Medical Centre (Nairobi),-1.2007255,36.9004723,Level 3,Nairobi,NA,Roysambu,open,Medical Center,Private
Allscope Health Centre (Nairobi),-1.2856864,36.9480638,Level 3,Nairobi,NA,Mihango,open,Health Center,Private
Timboni Medical Centre,-3.9251396,39.7645538,Level 2,Kilifi,Kilifi South,Mtepeni,open,Medical Clinic,Private
Tangul Dispensary,1.1616736,35.4932944,Level 2,Elgeyo Marakwet,Marakwet East,Kapyego,open,Dispensary,Government/Public Entity
Hope Springs Clinic (Garissa),-0.4817761,39.6521043,Level 2,Garissa,NA,Iftin,open,Medical Clinic,Private
Streams of Life - Lanet,-0.2785682,36.165845,Level 2,Nakuru,Nakuru North,Lanet/Umoja,open,Health Center,Faith Based
Okwata Community Dispensary,0.5944338,34.1958742,Level 2,Busia,Teso South,Amukura West,open,Dispensary,Government/Public Entity
Moses Kiptanui Dispensary,0.5554591,35.2596374,Level 2,Uasin Gishu,Soy,Soy,open,Dispensary,Government/Public Entity
Pekingo Dental Clinic (Nairobi County),-1.2884164,36.743377,Level 2,Nairobi,NA,Kawangware,open,Stand-Alone service,Private
Chemoset Dispensary,0.7225119,35.1804009,Level 2,Uasin Gishu,Soy,Kipsomba,open,Dispensary,Government/Public Entity
Centroc Medical Clinic (Laikipia),0.2725705,36.5376167,Level 2,Laikipia,NA,Rumuruti,open,Medical Center,Private
Gituja dispensary,-0.2777723,37.6153023,Level 2,Tharaka Nithi,Muthambi,Muthambi,open,Dispensary,Government/Public Entity
Asiz Healthcare (Nairobi),-1.2890516,36.9042539,Level 2,Nairobi,NA,Embakasi East,open,Medical Clinic,Private
kapsoit medical hills centre,-0.3215593,35.2245515,Level 2,Kericho,Belgut,Waldai,open,Health Center,Private
Bura Tana nursing home,-1.1952702,39.8405597,Level 2,Tana River,Bura,Bura,open,Nursing Home,Private
Bonasi Health Care (Kilifi),-3.2194467,40.05987,Level 2,Kilifi,NA,Ganda,open,Medical Clinic,Private
Chogoo Dispensary,0.8983623,35.5376306,Level 2,Elgeyo Marakwet,Marakwet West,Moiben/Kuserwo,open,Dispensary,Government/Public Entity
Mbita Kalando Health Centre,-0.4755918,34.6774363,Level 3,Homa Bay,Rachuonyo South,Central Kasipul,open,Health Center,Government/Public Entity
Katalel Dispensary,0.642485,35.4739967,Level 2,Elgeyo Marakwet,Keiyo North,Kamariny,open,Dispensary,Government/Public Entity
Olare Medical Centre,-0.4920429,34.5167355,Level 2,Homa Bay,Rangwe,Kochia,open,Medical Center,Private
Clearview Specialist Medicare,-0.5773537,34.9334571,Level 2,Nyamira,Nyamira,Township,open,Medical Center,Private
Mucwa Dispensary,-0.3146965,37.6494889,Level 2,Tharaka Nithi,Chuka,Karingani,open,Dispensary,Government/Public Entity
Spring View Medical Clinic,-0.3306667,37.651365,Level 2,Tharaka Nithi,Chuka,Karingani,open,Medical Clinic,Private
Eumake Diagnostic Laboratories Ltd (Nairobi),-1.2623368,36.8223837,Level 2,Nairobi,NA,Parklands,open,Stand-Alone service,Private
Newlife Cottage Hospital,-1.2819991,36.8954824,Level 3,Nairobi,Embakasi West,Umoja I,open,Hospital,Private
Kamara Community Medical Centre,-0.7309319,34.3684282,Level 2,Homa Bay,Ndhiwa,Kanyamwa Kosewe,open,Medical Clinic,Private
Mbuluni Medical Center,-4.1962829,39.2484153,Level 3,Kwale,Kinango,Ndavaya,open,Health Center,Private
Medkim Care Center,-0.391324,35.0153687,Level 2,Kericho,Sigowet/Soin,Kaplelartet,open,Medical Clinic,Private
Lempei Dispensary,-1.9017783,37.1306267,Level 2,Kajiado,Kajiado East,Imaroro,open,Dispensary,Government/Public Entity
Tassia Hospital (Nairobi),-1.3053719,36.9021353,Level 3,Nairobi,NA,Embakasi,open,Hospital,Private
Wan Township Medical Centre,-0.1025096,34.2779755,Level 2,Siaya,Bondo,North Sakwa,open,Medical Center,Private
New Barani Medical Clinic,-3.9203573,39.7619374,Level 2,Kilifi,Kilifi South,Mtepeni,open,Medical Clinic,Private
Viwa healthcare services,-3.6316755,39.8447911,Level 3,Kilifi,Kilifi North,Sokoni,open,Nursing Home,Private
Diaries Dental Clinic LTD,-1.4086849,36.9482328,Level 2,Machakos,Athi River,Syokimau/Mulolongo,open,other,Private
Bar Owengo Dispensary,0.2026735,34.1650348,Level 2,Siaya,Ugenya,West Ugenya,open,Dispensary,Government/Public Entity
Nyalweny Dispensary,0.1770528,34.1459494,Level 2,Siaya,Ugenya,West Ugenya,open,Dispensary,Government/Public Entity
Lwero Dispensary,0.2360362,34.1880328,Level 2,Siaya,Ugenya,Ukwala,open,Dispensary,Government/Public Entity
Lur Dispensary,0.2411437,34.2826861,Level 2,Siaya,Ugenya,East Ugenya,open,Dispensary,Government/Public Entity
Wams Medical Center,-0.71306,37.6988667,Level 2,Embu,Mbeere South,Mavuria,open,Medical Center,Private
Kangemi Afya Bora Clinic (Nairobi),-1.2644816,36.752323,Level 2,Nairobi,NA,Kangemi,open,Medical Clinic,Private
Archprime Medical Clinic,-0.5114678,34.7348861,Level 2,Homa Bay,Rachuonyo South,South Kasipul,open,Medical Center,Private
Healthex Africa Limited,-1.2275034,36.8061,Level 2,Nairobi,Westlands,Karura,open,Medical Clinic,Private
Kakamega Satelite Blood Transfusion Centre,0.2748684,34.7587473,Level 2,Kakamega,Lurambi,Shirere,open,Hospital,Government/Public Entity
Loikan Dental Clinic,1.2587951,35.0963095,Level 2,West Pokot,West Pokot,Mnagei,open,Stand-Alone service,Private
